gen,best_a,best_b,mean_a,mean_b,max_level_a,max_level_b,team_a_size,team_b_size,n_elite_a,n_elite_b,nb_fork,nb_incantation,nb_broadcast,nb_neg_broadcast,nb_pos_broadcast,useful_drops,useless_drops,objective_prog,objective_failed,winner
239,9927.6,4882.0,2962.56,2838.93,2,2,50,50,2,25,60,52,874,25,0,16,131,4271,0,-1
240,9927.6,4882.0,2992.53,2920.5,2,2,50,50,2,25,60,72,2140,37,0,28,173,3800,71,-1
241,9927.6,4919.7,3071.0,2983.23,2,2,35,50,2,25,45,68,1913,22,0,6,97,3276,1,-1
242,9927.6,4919.7,3151.37,3033.14,2,2,50,50,2,25,60,56,1142,17,0,15,123,4347,0,-1
243,9927.6,7853.0,3281.51,3155.78,3,3,50,50,3,1,60,78,784,9,0,35,201,4276,72,-1
244,9927.6,7853.0,3422.53,3207.76,2,2,50,50,3,1,60,80,706,25,0,26,161,4165,37,-1
245,9927.6,7853.0,3485.02,3294.02,2,3,50,50,3,1,60,78,738,20,0,26,171,4388,58,-1
246,9927.6,7853.0,3536.95,3407.12,2,3,50,50,3,1,60,84,875,61,0,69,196,4247,88,-1
247,9927.6,7853.0,3627.1,3464.01,3,2,50,50,3,1,60,63,725,15,0,20,353,4266,0,-1
248,9927.6,7853.0,3753.51,3526.27,2,2,50,50,3,1,60,75,423,13,0,12,322,4375,0,-1
249,9927.6,7853.0,3818.2,3515.79,2,2,50,50,3,1,60,75,265,10,0,35,306,4458,444,-1
250,9927.6,9621.2,3771.95,3492.01,3,3,50,50,4,1,60,54,251,7,0,23,184,4209,286,-1
251,9927.6,9621.2,3774.26,3489.54,2,2,50,50,3,1,60,55,378,1,0,21,183,4357,99,-1
252,9927.6,7853.0,3747.34,3507.9,2,2,31,20,3,1,11,32,454,3,0,5,137,2112,429,-1
253,9927.6,7853.0,3707.02,3549.17,2,2,20,46,3,1,26,35,326,3,0,6,155,2614,362,-1
254,9927.6,7853.0,3681.56,3564.9,2,2,50,21,3,1,31,41,421,10,0,8,129,3078,0,-1
255,9927.6,7853.0,3512.78,3493.86,2,2,24,21,2,1,5,27,312,3,0,11,170,1272,1037,-1
256,9927.6,7853.0,3580.14,3539.86,2,2,46,50,2,1,56,65,536,3,0,7,221,4356,31,-1
257,9927.6,7853.0,3426.17,3520.89,2,2,50,50,1,1,60,39,275,5,0,29,74,4541,26,-1
258,9927.6,7853.0,3381.91,3544.56,2,2,36,23,1,1,19,29,385,0,0,10,68,2362,440,-1
259,9927.6,7853.0,3311.22,3502.17,2,2,50,50,1,1,60,41,441,5,0,10,85,4674,0,-1
260,9927.6,7853.0,3289.12,3437.8,2,2,50,50,1,1,60,33,166,4,0,33,157,4804,0,-1
261,9927.6,7853.0,3325.84,3467.05,2,2,50,50,1,1,60,53,316,7,0,55,236,4305,88,-1
262,9927.6,7853.0,3362.52,3416.29,2,2,50,28,1,1,38,42,275,9,0,14,319,3144,484,-1
263,9927.6,7853.0,3410.57,3451.42,2,3,50,50,1,1,60,48,333,14,0,25,215,4574,55,-1
264,9927.6,7853.0,3423.14,3462.16,2,2,50,50,1,1,60,50,308,22,0,90,267,4360,206,-1
265,9927.6,7853.0,3485.24,3391.11,2,2,50,50,1,1,60,32,251,6,0,12,126,4490,0,-1
266,9927.6,7853.0,3546.17,3413.9,2,2,50,50,1,1,60,49,183,7,0,24,228,4510,0,-1
267,9927.6,7853.0,3578.7,3455.13,2,2,50,50,1,1,60,45,175,8,0,22,78,4367,17,-1
268,9927.6,7853.0,3566.98,3466.27,2,2,50,50,1,1,60,41,335,36,0,18,85,4310,2,-1
269,9927.6,7853.0,3485.44,3533.47,2,2,50,50,1,1,60,36,260,23,0,27,118,4149,0,-1
270,9927.6,6727.1,3444.35,3469.32,2,2,50,50,1,1,60,40,373,218,0,140,300,4625,137,-1
271,9927.6,6727.1,3461.11,3484.16,2,2,50,50,1,1,60,48,312,42,0,42,168,4392,82,-1
272,9927.6,6727.1,3394.62,3472.87,2,2,50,50,1,1,60,33,306,46,0,28,95,4564,68,-1
273,9927.6,6727.1,3419.79,3373.33,3,3,50,50,1,1,60,37,294,65,0,85,173,4957,254,-1
274,9927.6,6727.1,3419.12,3395.68,2,2,50,50,1,1,60,46,335,62,0,28,177,4644,15,-1
275,9927.6,6727.1,3497.88,3500.37,2,2,50,50,1,1,60,47,430,161,0,102,344,4727,43,-1
276,9927.6,6727.1,3520.99,3545.02,2,2,50,50,1,1,60,57,330,103,0,158,274,5029,127,-1
277,9927.6,6727.1,3603.35,3607.77,2,3,50,50,1,1,60,58,364,88,0,163,248,4572,115,-1
278,9927.6,6727.1,3635.51,3635.33,2,2,50,50,1,1,60,62,399,98,0,192,563,4125,126,-1
279,9927.6,6727.1,3621.09,3587.14,2,2,50,50,1,1,60,42,338,54,0,94,245,4611,62,-1
280,9927.6,6727.1,3636.96,3585.08,3,3,50,50,1,1,60,62,422,43,0,109,540,4331,188,-1
281,9927.6,6727.1,3575.99,3483.68,2,2,50,50,1,1,60,39,299,50,0,99,314,4541,192,-1
282,9927.6,6727.1,3551.91,3502.43,2,2,50,50,1,1,60,45,393,51,0,33,321,4560,168,-1
283,9927.6,4922.3,3462.65,3338.77,2,2,50,50,1,25,60,21,347,56,0,24,480,4621,166,-1
284,9927.6,4922.3,3372.47,3314.4,2,2,50,50,1,25,60,31,308,39,0,22,330,5079,99,-1
285,9927.6,4922.3,3276.28,3220.58,2,2,50,50,1,25,60,15,193,29,0,16,199,4195,39,-1
286,9927.6,4922.3,3273.44,3106.78,2,2,50,50,1,25,60,14,321,40,0,21,64,4856,59,-1
287,9927.6,4922.3,3245.6,3090.27,2,2,50,50,1,25,60,25,381,49,0,3,97,5026,36,-1
288,9927.6,4922.3,3290.02,3044.32,2,2,50,50,1,25,60,35,634,132,0,22,189,5051,149,-1
289,9927.6,4922.3,3305.72,2972.69,2,2,50,50,1,25,60,37,1059,118,0,56,356,5064,66,-1
290,9927.6,4922.3,3292.02,2898.73,2,2,50,50,1,25,60,29,1192,181,0,85,323,5117,39,-1
291,9927.6,4873.3,3288.1,2782.7,2,2,50,50,1,25,60,18,544,85,0,23,382,5080,62,-1
292,9927.6,4873.3,3263.7,2773.82,2,2,50,50,1,25,60,28,543,158,0,15,228,4805,233,-1
293,9927.6,4873.3,3199.74,2782.21,2,2,50,50,1,25,60,20,348,18,0,70,231,4742,208,-1
294,9927.6,4873.3,3182.82,2786.97,2,2,50,50,1,25,60,24,485,91,0,29,508,4391,41,-1
295,9927.6,4873.3,3163.15,2749.58,2,2,50,50,1,25,60,27,660,74,0,25,752,4400,39,-1
296,9927.6,4873.3,3063.42,2748.53,2,2,50,50,1,25,60,24,397,103,0,21,1265,4026,284,-1
297,9927.6,4873.3,3035.66,2750.59,2,2,50,50,1,25,60,26,334,33,0,21,928,4174,69,-1
298,9927.6,4873.3,3040.13,2754.79,2,2,50,50,1,25,60,55,991,106,0,27,1292,3858,54,-1
299,9927.6,4873.3,3018.01,2723.33,2,2,50,50,1,25,60,27,855,34,0,55,908,4468,171,-1
300,9927.6,4873.3,2915.59,2621.28,2,2,50,50,1,25,60,20,1288,138,0,18,412,5022,180,-1
301,9927.6,4873.3,2827.94,2606.07,2,2,50,50,1,25,60,25,751,62,0,15,468,5530,175,-1
302,9927.6,4873.3,2766.37,2604.07,2,2,50,50,1,25,60,29,629,107,0,4,536,4326,91,-1
303,9927.6,4873.3,2781.97,2664.2,2,2,50,50,1,25,60,34,585,50,0,14,595,5392,207,-1
304,9927.6,4873.3,2774.86,2721.55,2,2,50,50,1,25,60,35,319,30,0,17,507,5254,334,-1
305,9927.6,4824.35,2833.33,2676.45,2,2,50,50,1,25,60,33,512,56,0,74,1087,5821,1511,-1
306,9927.6,4806.0,2838.51,2609.09,2,2,50,50,1,25,60,27,607,18,0,16,470,6931,1060,-1
307,9927.6,4850.9,2885.56,2619.06,2,2,50,50,1,25,60,37,499,50,0,16,630,6528,540,-1
308,9927.6,4850.9,2879.57,2645.95,2,2,50,50,1,25,60,33,564,19,0,22,450,6472,643,-1
309,9927.6,4850.9,2823.24,2635.09,2,2,50,50,1,25,60,26,374,26,0,19,289,5940,782,-1
310,9927.6,4850.9,2756.11,2643.85,2,2,50,50,1,25,60,34,598,36,0,86,459,6441,1588,-1
311,9927.6,4850.9,2793.79,2568.7,2,2,50,50,1,25,60,23,492,28,0,18,247,6403,1105,-1
312,9927.6,4850.9,2814.55,2534.42,2,2,50,50,1,25,60,31,629,212,0,52,513,7667,1120,-1
313,9927.6,4999.6,2699.47,2481.96,2,2,50,50,1,25,60,27,609,263,0,13,516,7704,1857,-1
314,9927.6,4999.6,2635.46,2479.49,2,2,50,50,1,25,60,42,978,123,0,102,1614,10039,682,-1
315,9927.6,4935.3,2547.66,2407.91,2,2,50,50,1,25,60,29,930,297,0,136,1883,10611,603,-1
316,9927.6,4935.3,2507.91,2450.33,2,2,50,50,1,25,60,38,667,83,0,50,1881,9416,623,-1
317,9927.6,4935.3,2468.5,2517.78,2,2,50,50,1,25,60,47,821,354,0,360,2366,11322,516,-1
318,9927.6,4935.3,2472.26,2520.25,2,2,50,50,1,25,60,48,1011,370,0,246,3904,12368,1620,-1
319,9927.6,4935.3,2597.04,2520.27,2,2,50,50,1,25,60,66,1120,278,0,165,3133,10760,216,-1
320,9927.6,4883.55,2530.98,2477.61,3,3,50,50,1,25,60,58,1058,340,0,204,4328,11762,1778,-1
321,9927.6,4883.55,2487.54,2473.78,2,2,50,50,1,25,60,54,719,192,0,151,3283,8204,878,-1
322,9927.6,4850.9,2402.77,2459.54,3,3,50,50,2,25,60,39,542,114,0,97,3329,7124,1021,-1
323,9927.6,4913.15,2406.32,2371.17,2,2,50,50,2,25,60,38,513,226,0,73,2392,6544,2105,-1
324,9927.6,4913.15,2431.47,2381.52,2,2,50,50,2,25,60,32,501,30,0,20,2142,6182,464,-1
325,9927.6,4913.15,2344.15,2296.04,2,2,50,50,2,25,60,31,315,18,0,52,2464,5759,1188,-1
326,9927.6,4913.15,2358.7,2241.17,2,2,50,50,2,25,60,25,331,61,0,68,2594,4870,604,-1
327,9927.6,4913.15,2306.88,2181.86,2,2,50,50,2,25,60,20,313,45,0,28,2340,5328,664,-1
328,9927.6,4913.15,2237.21,2136.91,2,2,50,50,2,25,60,33,326,11,0,21,2926,4692,1378,-1
329,8941.2,4913.15,2150.86,2086.84,2,2,50,50,1,25,60,32,434,18,0,10,1898,4438,840,-1
330,8941.2,4913.15,2099.94,2027.29,2,2,50,50,1,25,60,14,296,39,0,6,1884,4301,224,-1
331,8941.2,4913.15,2083.91,2069.35,2,2,50,50,1,25,60,20,203,36,0,25,1921,3081,200,-1
332,8941.2,4913.15,2091.71,2098.44,2,2,50,50,1,25,60,20,171,14,0,4,1741,3564,76,-1
333,8941.2,4913.15,2145.58,2161.15,2,2,50,50,1,25,60,30,150,17,0,16,1840,3406,242,-1
334,4778.45,4913.15,2057.06,2013.78,2,2,50,50,25,25,60,19,167,49,0,17,2520,3287,400,-1
335,4778.45,4913.15,2132.94,2011.8,2,2,50,50,25,25,60,34,160,31,0,36,2166,3456,360,-1
336,4778.45,4913.15,2180.03,2014.75,2,2,50,50,25,25,60,34,236,11,0,22,2596,3339,217,-1
337,4778.45,4913.15,2220.0,1998.65,2,2,50,50,25,25,60,38,279,14,0,6,2444,3623,716,-1
338,4778.45,4913.15,2234.35,1993.17,2,2,50,50,25,25,60,40,286,12,0,15,2384,3564,314,-1
339,4778.45,4913.15,2116.44,1972.75,2,2,50,50,25,25,60,32,265,133,0,10,2097,3643,710,-1
340,4778.45,4913.15,2104.1,1914.12,2,2,50,50,25,25,60,31,277,23,0,9,2897,3686,321,-1
341,4778.45,4913.15,2079.49,1890.25,2,2,50,50,25,25,60,27,225,2,0,15,2579,3578,261,-1
342,4778.45,4913.15,2004.11,1823.08,2,2,50,50,25,25,60,19,199,8,0,21,2962,3150,348,-1
343,4778.45,4913.15,1982.01,1848.37,2,2,50,50,25,25,60,20,229,152,0,3,1723,4283,217,-1
344,4778.45,4913.15,1891.82,1856.28,2,2,50,50,25,25,60,22,359,138,0,17,2175,3678,653,-1
345,4778.45,4913.15,1895.13,1804.68,2,2,50,50,25,25,60,26,246,34,0,16,3100,3744,1245,-1
346,4778.45,4913.15,1912.66,1846.24,2,2,50,50,25,25,60,33,339,13,0,12,3000,3506,324,-1
347,4778.45,4913.15,1893.54,1775.44,3,3,50,50,25,25,60,29,130,12,0,7,2713,3020,411,-1
348,4778.45,4913.15,1885.84,1760.08,2,2,50,50,25,25,60,37,268,25,0,15,3001,3369,834,-1
349,4778.45,4913.15,1919.52,1747.36,2,3,50,50,25,25,60,41,226,11,0,109,2867,5067,1334,-1
350,4918.7,4848.9,1881.21,1683.14,2,2,50,50,25,25,60,35,150,19,0,141,2766,3681,1300,-1
351,4918.7,4848.9,2000.71,1710.13,2,2,50,50,25,25,60,46,176,4,0,444,3463,5394,1139,-1
352,4918.7,4848.9,1950.5,1648.74,2,2,50,50,25,25,60,36,258,40,0,17,2806,4507,1200,-1
353,4918.7,4848.9,2039.93,1704.03,2,3,50,50,25,25,60,56,297,20,0,321,2937,6513,1344,-1
354,4918.7,4848.9,1981.52,1660.09,2,2,50,50,25,25,60,44,186,14,0,347,2014,5075,2611,-1
355,4778.45,4848.9,2049.55,1820.69,2,2,50,50,25,25,60,60,162,15,0,562,3043,6475,1511,-1
356,4742.95,5005.55,2095.68,1846.82,2,2,50,50,25,25,60,66,247,1,0,346,2512,6782,1195,-1
357,4742.95,8319.6,2081.81,1832.64,3,3,50,50,25,1,60,50,309,2,0,82,2210,5903,1954,-1
358,5054.05,8319.6,2075.78,1914.87,2,2,50,50,25,1,60,63,369,2,0,414,3967,10586,1881,-1
359,5054.05,8319.6,2119.42,2093.41,2,2,50,50,25,1,60,57,330,1,0,322,2455,8557,1804,-1
360,5054.05,8319.6,2015.95,2091.71,2,2,50,50,25,1,60,53,227,18,0,152,2091,5522,4152,-1
361,5054.05,8319.6,2057.28,2029.93,2,2,50,50,25,1,60,52,304,2,0,161,2592,6815,2061,-1
362,5054.05,8319.6,2048.52,2150.38,3,3,50,50,25,1,60,44,477,15,0,36,1787,6689,1365,-1
363,5054.05,8319.6,1834.21,1987.78,2,2,50,50,25,1,60,40,257,0,0,93,1732,4078,4011,-1
364,5054.05,8319.6,1912.84,1875.01,3,3,50,50,25,1,60,46,318,13,0,93,1888,5751,2883,-1
365,5054.05,4931.5,1758.63,1692.47,2,2,50,50,25,25,60,26,291,115,0,2,992,1933,6553,-1
366,5054.05,4931.5,1800.55,1714.96,2,3,50,50,25,25,60,47,274,4,0,340,2264,5746,1368,-1
367,5054.05,4931.5,1603.18,1498.76,2,2,50,50,25,25,60,30,116,91,0,403,929,3263,6200,-1
368,5054.05,4931.5,1665.78,1591.88,2,2,50,50,25,25,60,40,413,53,0,71,1088,6225,1535,-1
369,5054.05,4931.5,1675.51,1531.33,2,2,50,50,25,25,60,38,317,2,0,83,1251,6007,706,-1
370,5054.05,4931.5,1791.49,1634.85,2,2,50,50,25,25,60,60,613,4,0,169,2861,8340,1752,-1
371,5054.05,4931.5,1848.79,1823.18,3,3,50,50,25,25,60,67,648,5,0,171,2708,9201,1354,-1
372,5054.05,5187.55,1707.36,1840.18,3,3,50,50,25,25,60,66,1570,24,0,215,3815,11396,2239,-1
373,5054.05,5219.6,1799.18,2046.75,3,2,50,50,25,25,60,77,6904,81,0,133,5051,17985,925,-1
374,9593.65,5219.6,1993.06,2025.01,3,3,50,50,2,25,60,71,660,12,0,161,3926,7295,1963,-1
375,9593.65,5219.6,2105.11,2097.53,3,3,50,50,2,25,60,74,493,28,0,72,2999,5871,620,-1
376,9593.65,5219.6,2089.52,2240.71,3,3,50,50,1,25,60,75,322,21,0,44,2626,5551,1312,-1
377,9593.65,6191.55,2235.35,2310.59,3,3,50,50,1,2,60,68,450,50,0,21,1188,6855,457,-1
378,9593.65,6191.55,2400.99,2424.21,2,2,50,50,1,2,60,68,445,208,0,38,1108,6263,671,-1
379,9593.65,6191.55,2502.63,2554.33,2,2,50,50,1,2,60,72,673,235,0,89,2101,8210,325,-1
380,9593.65,6191.55,2582.64,2594.67,3,3,50,50,1,2,60,77,1003,451,0,91,2831,8337,754,-1
381,9593.65,6191.55,2689.69,2680.89,3,3,50,50,2,2,60,73,360,52,0,21,1146,6371,331,-1
382,9593.65,5219.6,2756.4,2612.16,2,2,50,50,2,25,60,68,492,120,0,38,1538,5257,1487,-1
383,9593.65,5219.6,2825.98,2745.35,2,2,50,50,2,25,60,67,510,153,0,54,2090,7211,419,-1
384,9593.65,5219.6,2626.5,2464.13,2,2,50,50,2,25,60,51,369,164,0,13,1701,2590,4613,-1
385,9593.65,5219.6,2555.69,2382.2,2,2,50,50,2,25,60,41,341,235,0,24,2621,4440,2033,-1
386,9593.65,5219.6,2589.85,2408.55,2,2,50,50,2,25,60,53,337,192,0,26,2494,4796,430,-1
387,9593.65,5219.6,2539.51,2514.48,2,2,50,50,1,25,60,49,248,77,0,24,2256,4519,600,-1
388,9593.65,5219.6,2506.16,2529.86,2,2,50,50,1,25,60,49,250,88,0,26,930,4150,384,-1
389,4953.35,5219.6,2467.18,2506.14,2,2,50,50,25,25,60,48,315,8,0,18,548,5204,1174,-1
390,4953.35,5219.6,2468.64,2531.73,2,2,50,50,25,25,60,44,166,15,0,1,309,4706,1270,-1
391,9513.45,8605.9,2676.02,2774.42,3,3,50,50,1,1,60,64,276,22,0,19,581,5921,160,-1
392,9513.45,8605.9,2732.38,2817.89,3,3,50,50,1,1,60,46,301,4,0,19,369,4717,818,-1
393,9513.45,8605.9,2656.27,2845.39,2,2,50,50,1,1,60,30,89,1,0,5,476,4698,711,-1
394,9513.45,5187.55,2637.75,2812.79,2,2,50,50,1,25,60,37,119,2,0,7,516,4461,386,-1
395,9513.45,5187.55,2646.32,2804.73,2,2,50,50,1,25,60,56,135,3,0,16,601,4042,1058,-1
396,9513.45,5187.55,2511.45,2795.91,2,2,50,50,1,25,60,39,202,2,0,4,220,5130,1230,-1
397,9513.45,5187.55,2325.17,2605.27,2,2,50,50,1,25,60,29,82,1,0,6,170,3590,3404,-1
398,9513.45,5187.55,2175.45,2579.76,2,2,50,50,1,25,60,32,146,2,0,8,285,2571,2134,-1
399,9513.45,5187.55,2147.32,2504.15,2,2,50,50,1,25,60,20,35,0,0,66,336,4407,476,-1
400,9513.45,5187.55,1864.01,2284.19,2,2,50,50,1,25,60,16,68,0,0,11,437,2214,6698,-1
401,9513.45,5187.55,1774.1,2122.95,2,2,50,50,1,25,60,9,21,0,0,14,331,3183,3293,-1
402,9513.45,5187.55,1643.45,1934.13,2,2,50,50,1,25,60,14,109,5,0,2,106,3074,3783,-1
403,9513.45,5187.55,1800.38,1968.31,2,2,50,50,1,25,60,19,127,8,0,13,152,5131,331,-1
404,9513.45,5187.55,1856.04,2009.95,2,2,50,50,1,25,60,15,191,1,0,25,57,5025,111,-1
405,4953.35,5187.55,1865.98,2071.37,2,2,50,50,25,25,60,17,240,0,0,8,39,4901,233,-1
406,7046.3,4972.2,1907.69,2073.97,3,3,50,50,1,25,60,22,220,3,0,10,35,5045,276,-1
407,7046.3,4972.2,1845.5,2050.09,2,2,50,50,1,25,60,15,226,1,0,5,34,5088,343,-1
408,7046.3,4972.2,1695.71,1866.01,2,2,50,50,1,25,60,3,128,107,0,0,70,3623,2511,-1
409,7046.3,4972.2,1720.62,1884.64,2,2,50,50,1,25,60,16,117,2,0,51,58,4794,241,-1
410,7046.3,4972.2,1688.65,1808.54,2,2,50,50,1,25,60,8,123,3,0,1,52,4529,854,-1
411,7046.3,4972.2,1706.99,1762.23,2,2,50,50,1,25,60,8,123,18,0,2,18,4581,27,-1
412,7046.3,4972.2,1555.08,1553.72,2,1,50,50,1,25,60,1,124,84,0,1,5,4104,3436,-1
413,7046.3,4972.2,1539.76,1496.34,2,1,50,50,1,25,60,1,133,7,0,0,2,4535,67,-1
414,7046.3,4972.2,1569.33,1513.37,1,1,50,50,1,25,60,0,128,4,0,0,1,4561,69,-1
415,7046.3,4972.2,1493.55,1454.66,1,1,50,50,1,25,60,0,125,13,0,0,2,4780,46,-1
416,7046.3,4972.2,1504.85,1433.87,1,1,50,50,1,25,60,0,145,7,0,0,2,4591,75,-1
417,7046.3,4972.2,1523.65,1438.75,2,2,50,50,1,25,60,8,196,15,0,0,4,4557,668,-1
418,7046.3,4972.2,1569.87,1459.19,2,2,50,50,1,25,60,11,125,1,0,0,13,5116,411,-1
419,7046.3,4972.2,1561.4,1445.2,2,2,50,50,1,25,60,9,124,0,0,0,2,4487,973,-1
420,7046.3,4972.2,1596.69,1458.72,2,2,50,50,1,22,60,13,126,1,0,0,1,4517,958,-1
421,4742.75,4972.2,1466.56,1336.47,2,2,50,50,25,19,60,5,153,75,0,0,7,4030,2474,-1
422,4739.3,4972.2,1182.59,1069.03,1,1,50,50,24,19,60,0,126,118,0,1,1,1997,6826,-1
423,4739.3,4972.2,1287.73,1134.95,2,2,50,50,25,20,60,16,181,3,0,0,6,4951,323,-1
424,4739.3,4972.2,1387.64,1163.17,2,2,50,50,25,21,60,16,134,33,0,1,9,4654,13,-1
425,4739.3,4972.2,1432.83,1160.48,2,2,50,50,25,17,60,8,146,15,0,0,18,4536,1143,-1
426,4739.3,4938.3,1492.33,1310.98,2,2,50,50,25,25,60,48,769,515,0,83,337,5152,199,-1
427,4686.1,4938.3,1315.24,1185.13,2,2,50,50,25,25,60,7,144,98,0,1,7,3640,4373,-1
428,4744.7,4938.3,1391.11,1252.15,2,2,50,50,25,25,60,22,372,146,0,17,178,5118,245,-1
429,4744.7,4938.3,1438.31,1302.01,2,2,50,50,25,25,60,24,390,205,0,23,156,5308,653,-1
430,4913.85,4947.95,1510.18,1388.22,2,2,50,50,25,25,60,28,319,119,0,20,221,5416,537,-1
431,4913.85,4982.0,1688.2,1524.69,2,2,50,50,25,25,60,50,487,273,0,31,322,6022,552,-1
432,5595.0,4982.0,1855.81,1650.6,3,3,50,50,13,25,60,56,701,464,0,86,561,6388,761,-1
433,10140.75,4982.0,1947.73,1765.57,3,3,50,50,1,25,60,45,657,369,0,99,677,7689,427,-1
434,10140.75,4982.0,2107.72,1925.35,2,2,50,50,1,25,60,57,227,4,0,7,94,5880,23,-1
435,10140.75,4982.0,2234.08,2064.49,2,2,50,50,1,25,60,47,217,24,0,8,141,6080,30,-1
436,10140.75,4982.0,2313.18,2152.05,2,2,50,50,1,25,60,42,236,58,0,8,127,6037,19,-1
437,10140.75,4982.0,2335.7,2207.22,2,2,50,50,1,25,60,41,236,14,0,13,91,6023,140,-1
438,10140.75,4982.0,2419.34,2243.12,2,2,50,50,1,25,60,43,227,20,0,7,118,5375,40,-1
439,10140.75,4982.0,2488.05,2307.42,2,2,50,50,1,25,60,34,241,63,0,4,128,5216,77,-1
440,10140.75,4982.0,2579.74,2393.14,2,2,50,50,1,25,60,39,271,168,0,24,242,5464,344,-1
441,10140.75,4947.95,2613.19,2345.1,2,2,50,50,1,25,60,48,487,206,0,35,325,5521,241,-1
442,10140.75,4947.95,2617.8,2356.19,2,2,50,50,1,25,60,28,367,122,0,13,217,5376,533,-1
443,10140.75,4947.95,2487.43,2387.63,2,2,50,50,1,25,60,22,338,251,0,12,305,5081,701,-1
444,10140.75,4947.95,2409.53,2344.21,2,2,50,50,1,25,60,5,133,60,0,1,20,5025,107,-1
445,10140.75,4947.95,2208.16,2083.0,2,2,50,50,1,25,60,2,176,132,0,2,52,3318,4343,-1
446,10140.75,4947.95,2163.7,1988.94,2,2,50,50,1,25,60,4,182,94,0,3,85,4715,38,-1
447,10140.75,4906.55,2087.32,1986.81,2,2,50,50,1,25,60,6,431,309,0,13,205,5009,36,-1
448,10140.75,4906.55,2024.82,1988.12,2,2,50,50,1,25,60,6,206,91,0,4,90,5048,309,-1
449,10140.75,4906.55,1908.35,1885.12,1,1,50,50,1,25,60,0,22,6,0,0,0,4404,1388,-1
450,10140.75,4906.55,1858.53,1873.63,1,2,50,50,1,25,60,2,101,20,0,3,0,5065,56,-1
451,10140.75,4828.2,1847.18,1830.94,2,2,50,50,1,25,60,3,246,131,0,8,58,4805,52,-1
452,10140.75,4828.2,1808.71,1823.28,2,2,50,50,1,25,60,4,128,49,0,0,11,4730,9,-1
453,10140.75,4828.2,1544.18,1549.99,1,2,50,50,1,25,60,1,121,113,0,0,0,2752,6446,-1
454,4786.05,4828.2,1496.07,1564.62,2,2,50,50,25,25,60,6,222,151,0,8,53,4628,203,-1
455,4786.05,4828.2,1543.64,1557.86,2,2,50,50,25,25,60,10,132,69,0,5,29,5010,25,-1
456,4779.1,4828.2,1529.53,1561.5,2,2,50,50,25,25,60,6,227,109,0,7,77,5185,406,-1
457,4779.1,4828.2,1538.1,1561.77,2,2,50,50,25,25,60,7,130,41,0,2,35,5259,31,-1
458,4779.1,4828.2,1492.65,1568.14,2,2,50,50,25,25,60,6,284,216,0,7,98,5424,224,-1
459,4779.1,4828.2,1468.09,1539.21,2,2,50,50,25,25,60,6,167,125,0,17,108,4352,134,-1
460,4779.1,4828.2,1477.85,1553.15,2,2,50,50,25,25,60,20,374,258,0,8,205,5414,141,-1
461,4779.1,4828.2,1533.7,1573.19,2,2,50,50,25,25,60,18,338,202,0,14,183,4959,95,-1
462,4779.1,4828.2,1536.29,1633.05,2,2,50,50,25,25,60,24,754,643,0,32,289,5213,90,-1
463,4779.1,4828.2,1559.09,1651.42,2,2,50,50,25,25,60,21,413,245,0,17,140,5111,112,-1
464,4779.1,4756.45,1613.98,1702.82,2,2,50,50,25,25,60,19,256,181,0,15,140,5460,256,-1
465,4816.25,4756.45,1675.09,1739.02,2,2,50,50,25,25,60,22,456,318,0,31,211,4941,128,-1
466,4816.25,4756.45,1716.56,1796.44,2,2,50,50,25,25,60,30,785,637,0,77,441,5110,117,-1
467,4816.25,4770.4,1686.22,1817.96,2,2,50,50,25,25,60,23,515,336,0,54,269,5212,246,-1
468,4846.2,4770.4,1746.88,1907.19,2,2,50,50,25,25,60,30,509,393,0,41,274,4997,88,-1
469,4846.2,4770.4,1801.26,1957.47,2,2,50,50,25,25,60,40,462,279,0,33,165,5257,187,-1
470,4846.2,4770.4,1920.32,2067.63,2,2,50,50,25,25,60,61,964,921,0,127,470,4279,707,-1
471,4908.25,4770.4,2025.65,2138.85,2,2,50,50,25,25,60,64,1033,968,0,295,468,4257,135,-1
472,4846.2,6943.3,2147.65,2262.73,2,3,50,50,25,1,60,60,583,471,0,127,346,4593,206,-1
473,4846.2,6943.3,2246.5,2428.06,2,2,50,50,25,1,60,55,638,520,0,122,364,4041,81,-1
474,4846.2,6943.3,2289.5,2558.19,2,2,50,50,25,1,60,67,643,544,0,206,394,3833,108,-1
475,4846.2,9229.8,2405.39,2669.17,3,3,50,50,25,1,60,64,629,528,0,118,341,4672,403,-1
476,4846.2,9229.8,2479.79,2786.91,2,2,50,50,25,1,60,62,521,415,0,142,273,5070,154,-1
477,4846.2,9229.8,2604.3,2836.43,2,2,50,50,25,1,60,67,649,523,0,176,432,5101,226,-1
478,4846.2,9229.8,2603.4,2752.91,2,2,50,50,25,1,60,59,598,566,0,127,366,4104,2053,-1
479,4846.2,9229.8,2636.85,2756.15,2,2,50,50,25,1,60,60,696,623,0,165,311,5007,440,-1
480,4846.2,9229.8,2643.92,2758.39,2,2,50,50,25,1,60,53,580,485,0,234,346,4456,846,-1
481,4846.2,9229.8,2706.4,2797.9,2,2,50,50,25,1,60,56,583,489,0,121,223,5196,161,-1
482,4846.2,9229.8,2757.58,2846.89,2,2,50,50,25,1,60,43,552,467,0,106,261,4430,167,-1
483,4846.2,9229.8,2769.35,2879.74,2,2,50,50,25,1,60,59,1065,958,0,94,267,4956,357,-1
